Datum,Zeit,BEN,NO,NO2,O3,PM10,PM2.5,SO2
2017-10-06,14:00,,1,4,63,,,0.5
2017-10-06,15:00,,1,4,63,,,0.5
2017-10-06,16:00,,1,6,60,,,0.5
2017-10-06,17:00,,1,5,60,,,0.5
2017-10-06,18:00,,1,4,61,,,0.5
2017-10-06,19:00,,1,5,60,,,0.5
2017-10-06,20:00,,1,4,60,,,0.5
2017-10-06,21:00,,1,5,61,,,0.5
2017-10-06,22:00,,1,6,59,,,0.5
2017-10-06,23:00,,1,4,62,,,0.5
2017-10-07,00:00,,1,4,62,,,0.5
2017-10-07,01:00,,1,4,62,,,0.5
2017-10-07,02:00,,1,3,64,,,0.5
2017-10-07,03:00,,1,2,66,,,0.5
2017-10-07,04:00,,1,3,68,,,0.5
2017-10-07,05:00,,1,2,68,,,0.5
2017-10-07,06:00,,1,2,68,,,0.5
2017-10-07,07:00,,1,2,67,,,0.5
2017-10-07,08:00,,1,2,65,,,0.5
2017-10-07,09:00,,1,2,63,,,0.5
2017-10-07,10:00,,1,2,65,,,0.5
2017-10-07,11:00,,1,2,63,,,0.5
2017-10-07,12:00,,1,2,61,,,0.5
2017-10-07,13:00,,1,2,61,,,0.5
2017-10-07,14:00,,1,2,61,,,0.5
2017-10-07,15:00,,1,3,62,,,0.5
2017-10-07,16:00,,1,3,64,,,0.5
2017-10-07,17:00,,1,3,61,,,0.5
2017-10-07,18:00,,1,3,62,,,0.5
2017-10-07,19:00,,1,3,62,,,0.5
2017-10-07,20:00,,1,3,63,,,0.5
2017-10-07,21:00,,1,3,63,,,0.5
2017-10-07,22:00,,1,3,60,,,0.5
2017-10-07,23:00,,1,3,59,,,0.5
2017-10-08,00:00,,1,3,59,,,0.5
2017-10-08,01:00,,1,3,61,,,0.5
2017-10-08,02:00,,1,2,61,,,0.5
2017-10-08,03:00,,1,3,59,,,0.5
2017-10-08,04:00,,1,2,58,,,0.5
2017-10-08,05:00,,1,2,55,,,0.5
2017-10-08,06:00,,1,3,53,,,0.5
2017-10-08,07:00,,1,3,50,,,0.5
2017-10-08,08:00,,1,2,51,,,0.5
2017-10-08,09:00,,1,2,52,,,0.5
2017-10-08,10:00,,1,2,52,,,0.5
2017-10-08,11:00,,1,2,51,,,0.5
2017-10-08,12:00,,1,2,53,,,0.5
2017-10-08,13:00,,1,2,54,,,0.5
2017-10-08,14:00,,1,2,57,,,0.5
2017-10-08,15:00,,1,2,65,,,0.5
2017-10-08,16:00,,1,2,71,,,0.5
2017-10-08,17:00,,1,3,68,,,0.5
2017-10-08,18:00,,1,6,67,,,0.5
2017-10-08,19:00,,1,7,65,,,0.5
2017-10-08,20:00,,1,8,61,,,0.5
2017-10-08,21:00,,1,6,64,,,0.5
2017-10-08,22:00,,1,4,67,,,0.5
2017-10-08,23:00,,1,4,66,,,0.5
2017-10-09,00:00,,1,4,62,,,0.5
2017-10-09,01:00,,1,4,57,,,1.2
2017-10-09,02:00,,1,5,53,,,1.3
2017-10-09,03:00,,1,4,58,,,0.5
2017-10-09,04:00,,1,4,59,,,0.5
2017-10-09,05:00,,1,3,62,,,0.5
2017-10-09,06:00,,1,3,62,,,0.5
2017-10-09,07:00,,1,3,64,,,1.1
2017-10-09,08:00,,1,5,63,,,1.9
2017-10-09,09:00,,1,4,66,,,1.3
2017-10-09,10:00,,1,4,69,,,1.9
2017-10-09,11:00,,1,5,66,,,1.7
2017-10-09,12:00,,1,4,62,,,
2017-10-09,13:00,,1,3,68,,,1.1
2017-10-09,14:00,,1,3,68,,,0.5
2017-10-09,15:00,,1,3,66,,,0.5
2017-10-09,16:00,,1,3,66,,,0.5
2017-10-09,17:00,,1,3,69,,,0.5
2017-10-09,18:00,,1,5,61,,,0.5
2017-10-09,19:00,,1,5,59,,,0.5
2017-10-09,20:00,,1,5,56,,,0.5
2017-10-09,21:00,,1,6,52,,,0.5
2017-10-09,22:00,,1,6,51,,,0.5
2017-10-09,23:00,,1,5,49,,,0.5
2017-10-10,00:00,,1,3,49,,,0.5
2017-10-10,01:00,,1,3,49,,,0.5
2017-10-10,02:00,,1,3,48,,,0.5
2017-10-10,03:00,,1,3,52,,,0.5
2017-10-10,04:00,,1,3,49,,,0.5
2017-10-10,05:00,,1,3,45,,,0.5
2017-10-10,06:00,,1,5,40,,,0.5
2017-10-10,07:00,,1,5,38,,,0.5
2017-10-10,08:00,,1,6,41,,,0.5
2017-10-10,09:00,,1,5,46,,,0.5
2017-10-10,10:00,,1,6,47,,,0.5
2017-10-10,11:00,,1,5,48,,,0.5
2017-10-10,12:00,,1,4,55,,,0.5
2017-10-10,13:00,,1,4,59,,,0.5
2017-10-10,14:00,,1,3,61,,,0.5
2017-10-10,15:00,,1,3,60,,,0.5
2017-10-10,16:00,,1,4,59,,,0.5
2017-10-10,17:00,,1,5,55,,,0.5
2017-10-10,18:00,,1,5,48,,,0.5
2017-10-10,19:00,,1,6,44,,,0.5
2017-10-10,20:00,,1,6,44,,,0.5
2017-10-10,21:00,,1,5,49,,,0.5
2017-10-10,22:00,,1,5,49,,,0.5
2017-10-10,23:00,,1,4,47,,,0.5
2017-10-11,00:00,,1,4,46,,,0.5
2017-10-11,01:00,,1,4,49,,,0.5
2017-10-11,02:00,,1,3,50,,,0.5
2017-10-11,03:00,,1,3,49,,,0.5
2017-10-11,04:00,,1,3,48,,,0.5
2017-10-11,05:00,,1,2,50,,,0.5
2017-10-11,06:00,,1,2,53,,,0.5
2017-10-11,07:00,,1,2,50,,,0.5
2017-10-11,08:00,,1,2,50,,,0.5
2017-10-11,09:00,,1,3,50,,,0.5
2017-10-11,14:00,,1,2,61,,,0.5
2017-10-11,15:00,,1,2,59,,,0.5
2017-10-11,16:00,,1,2,57,,,0.5
2017-10-11,17:00,,1,2,54,,,0.5
2017-10-11,18:00,,1,2,47,,,0.5
2017-10-11,19:00,,1,3,46,,,0.5
2017-10-11,20:00,,1,2,47,,,0.5
2017-10-11,21:00,,1,2,49,,,0.5
2017-10-11,22:00,,1,2,51,,,0.5
2017-10-11,23:00,,1,2,55,,,0.5
2017-10-12,00:00,,1,2,56,,,0.5
2017-10-12,01:00,,1,2,57,,,0.5
2017-10-12,02:00,,1,2,58,,,0.5
2017-10-12,03:00,,1,2,60,,,0.5
2017-10-12,04:00,,1,1,59,,,0.5
2017-10-12,05:00,,1,1,61,,,0.5
2017-10-12,06:00,,1,1,61,,,0.5
2017-10-12,07:00,,1,1,62,,,0.5
2017-10-12,08:00,,1,2,63,,,0.5
2017-10-12,09:00,,1,2,60,,,0.5
2017-10-12,10:00,,1,2,58,,,0.5
2017-10-12,11:00,,1,3,56,,,0.5
2017-10-12,12:00,,1,3,59,,,0.5
2017-10-12,13:00,,1,3,63,,,0.5
2017-10-12,14:00,,1,3,65,,,0.5
2017-10-12,15:00,,1,3,66,,,0.5
2017-10-12,16:00,,1,3,66,,,0.5
2017-10-12,17:00,,1,6,57,,,0.5
2017-10-12,18:00,,1,6,53,,,0.5
2017-10-12,19:00,,1,5,53,,,0.5
2017-10-12,20:00,,1,6,53,,,0.5
2017-10-12,21:00,,1,7,50,,,0.5
2017-10-12,22:00,,1,8,47,,,0.5
2017-10-12,23:00,,1,8,47,,,0.5
2017-10-13,00:00,,1,6,47,,,0.5
2017-10-13,01:00,,1,7,45,,,0.5
2017-10-13,02:00,,1,6,43,,,0.5
2017-10-13,03:00,,1,6,44,,,0.5
2017-10-13,04:00,,1,5,46,,,0.5
2017-10-13,05:00,,1,5,48,,,0.5
2017-10-13,06:00,,1,5,48,,,0.5
2017-10-13,07:00,,1,5,47,,,0.5
2017-10-13,08:00,,1,5,49,,,0.5
2017-10-13,09:00,,1,4,55,,,0.5
2017-10-13,10:00,,1,4,61,,,1.2
2017-10-13,11:00,,1,3,66,,,1.8
2017-10-13,12:00,,1,3,71,,,0.5
2017-10-13,13:00,,1,3,70,,,0.5
2017-10-13,14:00,,1,3,65,,,0.5
2017-10-13,15:00,,1,4,65,,,0.5
2017-10-13,16:00,,1,3,71,,,0.5
2017-10-13,17:00,,1,4,66,,,0.5
2017-10-13,18:00,,1,5,59,,,0.5
2017-10-13,19:00,,1,6,54,,,0.5
2017-10-13,20:00,,1,7,51,,,0.5
2017-10-13,21:00,,1,6,50,,,0.5
2017-10-13,22:00,,1,5,48,,,0.5
2017-10-13,23:00,,1,6,44,,,0.5
2017-10-14,00:00,,1,6,41,,,0.5
2017-10-14,01:00,,1,6,40,,,0.5
2017-10-14,02:00,,1,6,38,,,0.5
2017-10-14,03:00,,1,5,36,,,0.5
2017-10-14,04:00,,1,4,37,,,0.5
2017-10-14,05:00,,1,4,40,,,0.5
2017-10-14,06:00,,1,4,39,,,0.5
2017-10-14,07:00,,1,4,39,,,0.5
2017-10-14,08:00,,1,3,40,,,0.5
2017-10-14,09:00,,1,2,46,,,0.5
2017-10-14,10:00,,1,2,53,,,0.5
2017-10-14,11:00,,1,1,58,,,0.5
2017-10-14,12:00,,1,1,62,,,0.5
2017-10-14,13:00,,1,1,65,,,0.5
2017-10-14,14:00,,1,1,67,,,0.5
2017-10-14,15:00,,1,1,68,,,0.5
2017-10-14,16:00,,1,1,68,,,0.5
2017-10-14,17:00,,1,2,64,,,0.5
2017-10-14,18:00,,1,3,56,,,0.5
2017-10-14,19:00,,1,3,56,,,0.5
2017-10-14,20:00,,1,3,54,,,0.5
2017-10-14,21:00,,1,2,53,,,0.5
2017-10-14,22:00,,1,3,50,,,0.5
2017-10-14,23:00,,1,3,48,,,0.5
2017-10-15,00:00,,1,3,48,,,0.5
2017-10-15,01:00,,1,2,50,,,0.5
2017-10-15,02:00,,1,2,52,,,0.5
2017-10-15,03:00,,1,2,54,,,0.5
2017-10-15,04:00,,1,1,53,,,0.5
2017-10-15,05:00,,1,1,58,,,0.5
2017-10-15,06:00,,1,1,57,,,0.5
2017-10-15,07:00,,1,1,57,,,0.5
2017-10-15,08:00,,1,3,56,,,0.5
2017-10-15,09:00,,1,1,62,,,0.5
2017-10-15,10:00,,4,8,48,,,20.3
2017-10-15,11:00,,12,19,35,,,49.0
2017-10-15,12:00,,13,22,37,,,36.7
2017-10-15,13:00,,9,19,48,,,24.5
2017-10-15,14:00,,6,15,50,,,15.5
2017-10-15,15:00,,5,16,55,,,15.2
2017-10-15,16:00,,4,21,62,,,37.0
2017-10-15,17:00,,2,22,53,,,31.8
2017-10-15,18:00,,1,18,52,,,15.4
2017-10-15,19:00,,1,12,55,,,7.7
2017-10-15,20:00,,1,11,54,,,6.0
2017-10-15,21:00,,1,17,45,,,8.8
2017-10-15,22:00,,1,18,42,,,7.7
2017-10-15,23:00,,1,16,46,,,11.9
2017-10-16,00:00,,1,18,44,,,10.7
2017-10-16,01:00,,1,19,41,,,11.9
2017-10-16,02:00,,1,21,38,,,22.5
2017-10-16,03:00,,2,40,27,,,52.0
2017-10-16,04:00,,1,7,74,,,10.6
2017-10-16,05:00,,1,5,84,,,8.2
2017-10-16,06:00,,1,2,94,,,3.2
2017-10-16,07:00,,1,2,103,,,2.4
2017-10-16,08:00,,1,2,101,,,1.8
2017-10-16,09:00,,1,2,97,,,2.1
2017-10-16,10:00,,3,7,81,,,12.5
2017-10-16,11:00,,13,24,41,,,55.1
2017-10-16,12:00,,8,15,65,,,34.6
2017-10-16,13:00,,3,8,84,,,18.6
2017-10-16,14:00,,1,2,102,,,0.5
2017-10-16,15:00,,1,2,103,,,0.5
2017-10-16,16:00,,1,2,101,,,0.5
