Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_TEOM,SO2,STRAHL,TEMP,WINDGE,WINDRI
2018-09-02,04:00,,1023,95.5,,,70,,,0,12.2,4.0,18
2018-09-02,05:00,,1023,95.7,,,71,,,0,12.3,3.9,20
2018-09-02,06:00,,1023,95.9,,,68,,,0,12.1,4.4,21
2018-09-02,07:00,,1023,96.0,,,54,,,4,11.9,3.9,11
2018-09-02,08:00,,1023,95.9,,,52,,,25,11.9,3.7,10
2018-09-02,09:00,,1023,95.7,,,48,,,34,12.0,3.2,13
2018-09-02,10:00,,1023,95.9,,,47,,,50,12.4,2.9,19
2018-09-02,11:00,,1023,96.7,,,47,,,52,12.6,3.1,19
2018-09-02,12:00,,1023,96.0,,,48,,,100,13.2,3.1,20
2018-09-02,13:00,,1022,95.6,,,48,,,85,13.5,2.7,30
2018-09-02,14:00,,1022,94.5,,,49,,,94,13.8,3.0,17
2018-09-02,15:00,,1022,93.5,,,52,,,82,14.0,2.9,17
2018-09-02,16:00,,1021,94.1,,,52,,,65,14.1,2.9,21
2018-09-02,17:00,,1021,95.5,,,50,,,37,14.0,2.9,29
2018-09-02,18:00,,1021,96.0,,,50,,,14,14.0,2.9,27
2018-09-02,19:00,,1021,96.4,,,45,,,2,14.0,2.7,26
2018-09-02,20:00,,1021,97.3,,,39,,,0,14.0,2.3,28
2018-09-02,21:00,,1021,97.0,,,36,,,0,14.1,2.1,28
2018-09-02,22:00,,1020,97.0,,,34,,,0,14.2,1.5,15
2018-09-02,23:00,,1020,96.9,,,34,,,0,14.2,2.2,1
2018-09-03,00:00,,1019,97.7,,,34,,,0,14.1,2.0,2
2018-09-03,01:00,,1019,98.1,,,36,,,0,14.1,2.1,10
2018-09-03,02:00,,1019,98.1,,,32,,,0,14.1,1.5,22
2018-09-03,03:00,,1018,98.1,,,34,,,0,14.2,1.6,18
2018-09-03,04:00,,1017,98.3,,,33,,,0,14.3,1.5,356
2018-09-03,05:00,,1017,98.0,,,31,,,0,14.4,1.3,4
2018-09-03,06:00,,1017,98.0,,,25,,,0,14.4,1.5,5
2018-09-03,07:00,,1017,98.1,,,19,,,4,14.4,1.0,21
2018-09-03,08:00,,1017,98.1,,,14,,,25,14.6,1.3,31
2018-09-03,09:00,,1017,97.7,,,16,,,33,14.8,1.6,17
2018-09-03,10:00,,1017,97.1,,,19,,,25,14.9,2.4,24
2018-09-03,11:00,,1016,97.1,,,23,,,56,15.1,2.7,25
2018-09-03,12:00,,1016,96.9,,,18,,,60,15.3,2.3,33
2018-09-03,13:00,,1016,95.7,,,16,,,60,15.8,1.6,20
2018-09-03,14:00,,1016,92.2,,,25,,,254,17.0,2.0,25
2018-09-03,15:00,,1015,88.3,,,39,,,135,17.7,2.1,14
2018-09-03,16:00,,1015,86.7,,,46,,,126,18.2,1.8,2
2018-09-03,17:00,,1015,79.7,,,67,,,206,19.4,2.2,27
2018-09-03,18:00,,1015,82.7,,,61,,,91,19.1,1.9,21
2018-09-03,19:00,,1015,85.9,,,53,,,22,18.0,1.6,32
2018-09-03,20:00,,1015,94.0,,,29,,,0,16.7,1.1,41
2018-09-03,21:00,,1015,97.3,,,13,,,0,15.9,0.5,122
2018-09-03,22:00,,1015,98.2,,,6,,,0,15.4,0.7,246
2018-09-03,23:00,,1015,98.1,,,3,,,0,15.0,0.6,74
2018-09-04,00:00,,1015,98.5,,,2,,,0,15.2,0.6,1
2018-09-04,01:00,,1015,98.4,,,4,,,0,15.2,0.5,279
2018-09-04,02:00,,1015,98.5,,,10,,,0,15.4,0.6,293
2018-09-04,03:00,,1015,98.2,,,25,,,0,15.6,1.5,2
2018-09-04,04:00,,1015,97.8,,,26,,,0,15.6,1.1,18
2018-09-04,05:00,,1015,96.9,,,31,,,0,15.4,1.7,354
2018-09-04,06:00,,1015,96.8,,,31,,,0,15.4,1.6,10
2018-09-04,07:00,,1015,96.2,,,31,,,14,15.3,1.6,353
2018-09-04,08:00,,1015,95.9,,,30,,,36,15.3,1.6,23
2018-09-04,09:00,,1015,93.8,,,35,,,74,15.7,1.6,353
2018-09-04,10:00,,1015,86.5,,,51,,,218,16.9,1.5,19
2018-09-04,11:00,,1015,76.2,,,54,,,514,18.6,1.4,356
2018-09-04,12:00,,1014,68.5,,,71,,,646,20.7,2.0,4
2018-09-04,13:00,,1014,62.5,,,93,,,658,22.3,3.2,4
2018-09-04,14:00,,1014,56.2,,,107,,,476,21.8,3.5,11
2018-09-04,15:00,,1014,57.2,,,117,,,423,23.3,3.8,5
2018-09-04,16:00,,1014,52.8,,,127,,,389,23.8,3.4,7
2018-09-04,17:00,,1014,50.0,,,123,,,291,23.7,2.9,31
2018-09-04,18:00,,1014,52.7,,,119,,,149,22.7,3.7,354
2018-09-04,19:00,,1014,60.7,,,111,,,27,20.9,1.9,353
2018-09-04,20:00,,1015,73.1,,,77,,,0,18.3,0.9,211
2018-09-04,21:00,,1016,82.0,,,50,,,0,16.4,1.2,207
2018-09-04,22:00,,1017,88.0,,,30,,,0,14.9,1.5,204
