Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_TEOM,SO2,STRAHL,TEMP,WINDGE,WINDRI
2018-09-02,01:00,,1025,95.1,1,5,56,9,,1,11.8,3.1,12
2018-09-02,02:00,,1025,94.9,1,6,55,9,,1,11.5,3.1,18
2018-09-02,03:00,,1024,94.6,1,5,50,11,,1,11.4,3.4,16
2018-09-02,04:00,,1024,93.5,1,7,49,11,,1,11.5,3.6,18
2018-09-02,05:00,,1024,94.3,1,6,51,9,,1,11.4,3.9,30
2018-09-02,06:00,,1023,94.8,1,7,55,10,,2,11.4,3.8,23
2018-09-02,07:00,,1023,95.3,1,8,54,9,,6,11.5,3.7,33
2018-09-02,08:00,,1023,95.5,1,8,53,9,,10,11.8,2.5,22
2018-09-02,09:00,,1024,94.6,1,8,54,9,,20,12.2,3.0,30
2018-09-02,10:00,,1024,93.8,2,8,52,11,,34,12.4,2.5,31
2018-09-02,11:00,,1023,93.2,2,7,51,11,,84,12.9,3.0,34
2018-09-02,12:00,,1023,91.5,2,6,52,12,,111,13.4,3.2,38
2018-09-02,13:00,,1023,89.1,2,6,54,11,,136,14.0,3.4,50
2018-09-02,14:00,,1023,87.2,2,6,56,11,,111,14.5,3.3,53
2018-09-02,15:00,,1022,86.8,2,6,55,15,,96,14.8,2.1,37
2018-09-02,16:00,,1022,86.2,2,6,57,18,,65,15.1,1.4,43
2018-09-02,17:00,,1022,85.0,2,8,54,20,,80,15.7,0.6,319
2018-09-02,18:00,,1022,86.6,2,8,49,23,,40,15.6,1.0,271
2018-09-02,19:00,,1022,89.9,2,8,46,22,,11,14.9,1.2,294
2018-09-02,20:00,,1021,91.0,1,8,46,21,,1,14.7,1.3,294
2018-09-02,21:00,,1021,91.6,2,9,42,23,,1,14.6,1.2,292
2018-09-02,22:00,,1021,92.8,2,11,38,28,,1,14.4,1.1,282
2018-09-02,23:00,,1020,93.7,2,11,36,30,,1,14.2,0.9,278
2018-09-03,00:00,,1019,94.4,2,12,28,28,,1,13.7,0.8,201
2018-09-03,01:00,,1019,94.7,2,28,13,28,,1,13.8,0.8,192
2018-09-03,02:00,,1019,94.3,2,21,18,26,,1,13.9,0.7,246
2018-09-03,03:00,,1019,94.7,2,17,21,28,,1,13.9,0.5,315
2018-09-03,04:00,,1018,94.3,2,15,23,30,,1,14.0,0.6,350
2018-09-03,05:00,,1018,94.6,2,15,22,30,,1,13.8,0.8,18
2018-09-03,06:00,,1018,95.1,2,19,16,27,,5,13.9,0.4,60
2018-09-03,07:00,,1018,95.5,6,27,10,24,,22,14.0,1.1,46
2018-09-03,08:00,,1018,95.8,5,23,20,22,,58,14.2,1.6,83
2018-09-03,09:00,,1018,94.5,6,18,25,28,,157,15.0,2.0,86
2018-09-03,10:00,,1018,84.1,10,18,32,26,,477,17.6,1.9,47
2018-09-03,11:00,,1017,71.4,8,20,42,28,,440,20.4,1.1,67
2018-09-03,12:00,,1017,68.5,4,12,68,25,,344,20.5,2.9,36
2018-09-03,13:00,,1017,63.2,2,9,85,21,,245,21.3,2.5,81
2018-09-03,14:00,,1016,64.7,2,12,81,20,,78,21.2,1.3,106
2018-09-03,15:00,,1016,69.4,5,26,52,25,,263,21.1,1.1,195
2018-09-03,16:00,,1016,57.9,3,21,78,26,,157,21.8,3.3,75
2018-09-03,17:00,,1016,59.3,2,10,95,17,,113,20.3,4.4,84
2018-09-03,18:00,,1016,57.5,1,9,97,14,,59,20.7,2.0,101
2018-09-03,19:00,,1016,64.5,2,22,71,18,,10,19.5,1.3,54
2018-09-03,20:00,,1016,66.9,2,29,65,19,,1,19.0,0.8,35
2018-09-03,21:00,,1016,73.2,2,24,55,21,,1,18.2,1.3,14
2018-09-03,22:00,,1015,75.4,2,17,61,21,,1,17.7,1.3,12
2018-09-03,23:00,,1015,77.5,2,14,63,20,,1,17.3,1.6,6
2018-09-04,00:00,,1015,79.3,2,14,63,21,,1,16.6,1.3,20
2018-09-04,01:00,,1015,80.4,2,13,64,23,,1,16.3,1.1,16
2018-09-04,02:00,,1015,84.1,2,13,60,23,,1,15.4,0.6,321
2018-09-04,03:00,,1014,85.4,1,10,61,24,,1,15.1,0.7,319
2018-09-04,04:00,,1015,87.3,2,10,57,24,,1,14.6,1.1,338
2018-09-04,05:00,,1015,90.2,2,11,50,24,,1,13.7,1.2,346
2018-09-04,06:00,,1015,90.6,2,11,55,28,,12,13.6,1.1,319
2018-09-04,07:00,,1015,87.6,3,16,39,28,,83,14.5,1.1,285
2018-09-04,10:00,,1016,70.0,5,12,53,,,511,19.8,1.8,339
2018-09-04,11:00,,1016,63.4,4,17,72,24,,649,21.5,2.0,336
2018-09-04,12:00,,1015,60.6,3,12,86,29,,658,22.2,2.8,352
2018-09-04,13:00,,1015,57.1,2,7,100,28,,564,22.7,3.7,9
2018-09-04,14:00,,1015,52.0,2,7,108,23,,633,23.1,2.9,45
2018-09-04,15:00,,1015,47.2,1,5,115,18,,441,23.6,2.6,25
2018-09-04,16:00,,1015,43.8,1,4,118,18,,407,24.7,2.2,9
2018-09-04,17:00,,1015,44.6,1,6,117,16,,179,23.5,2.5,10
2018-09-04,18:00,,1015,49.4,1,7,108,17,,65,22.3,2.9,9
2018-09-04,19:00,,1015,56.4,1,10,93,18,,11,20.6,1.7,15
2018-09-04,20:00,,1016,59.6,1,12,90,18,,1,19.6,1.6,14
2018-09-04,21:00,,1016,59.6,1,8,95,16,,1,19.3,1.2,15
2018-09-04,22:00,,1017,66.2,1,13,73,16,,1,17.8,2.6,25
2018-09-04,23:00,,1017,68.9,1,13,69,16,,1,16.7,2.7,41
2018-09-05,00:00,,1017,70.5,1,13,67,16,,1,15.9,1.8,32
2018-09-05,01:00,,1017,72.4,1,11,70,18,,1,15.2,0.5,253
2018-09-05,02:00,,1017,72.2,1,8,75,18,,1,15.0,1.3,304
2018-09-05,03:00,,1017,76.4,1,9,67,16,,1,13.8,1.5,348
2018-09-05,04:00,,1017,77.8,1,9,65,15,,1,13.4,0.9,325
2018-09-05,05:00,,1017,79.6,1,11,62,15,,1,13.1,1.0,294
2018-09-05,06:00,,1018,82.3,1,13,53,16,,13,12.8,0.7,271
2018-09-05,07:00,,1018,81.1,2,18,44,17,,71,13.4,0.9,279
2018-09-05,08:00,,1018,71.9,2,10,55,17,,252,16.4,0.7,304
2018-09-05,09:00,,1018,62.7,3,11,61,17,,416,18.9,0.6,354
2018-09-05,11:00,,1018,51.4,3,11,83,15,,651,21.4,2.1,38
2018-09-05,12:00,,1018,47.4,2,8,102,15,,706,22.5,1.7,25
2018-09-05,13:00,,1018,44.9,1,4,112,14,,572,23.2,1.8,9
2018-09-05,14:00,,1017,41.2,1,3,116,14,,622,23.8,2.0,325
2018-09-05,15:00,,1017,39.3,1,3,118,12,,421,23.9,2.2,319
2018-09-05,16:00,,1017,37.3,1,3,117,11,,347,24.3,2.0,345
