Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_TEOM,SO2,STRAHL,TEMP,WINDGE,WINDRI
2018-09-02,11:00,,1024,94.4,1,7,50,7,,28,13.6,0.5,313
2018-09-02,12:00,,1024,94.1,1,7,51,6,,54,14.1,0.6,318
2018-09-02,13:00,,1023,93.6,1,7,49,7,,43,14.5,0.4,350
2018-09-02,14:00,,1023,92.7,1,7,51,8,,35,14.8,0.4,1
2018-09-02,15:00,,1023,92.0,1,8,46,6,,39,15.0,0.4,355
2018-09-02,16:00,,1022,91.1,1,9,42,9,,30,15.4,0.2,11
2018-09-02,17:00,,1022,90.6,1,9,42,12,,34,15.7,0.3,4
2018-09-02,18:00,,1022,89.2,1,10,42,14,,35,16.1,0.2,9
2018-09-02,19:00,,1022,89.1,1,13,40,17,,11,16.2,0.0,5
2018-09-02,20:00,,1022,90.3,1,15,36,21,,1,15.9,0.0,338
2018-09-02,21:00,,1021,91.9,1,14,27,21,,1,15.7,0.1,300
2018-09-02,22:00,,1021,92.3,1,14,23,21,,0,15.8,0.0,324
2018-09-02,23:00,,1020,92.3,1,23,15,16,,0,15.6,0.1,306
2018-09-03,00:00,,1020,91.3,1,25,16,12,,0,15.5,0.2,283
2018-09-03,01:00,,1019,90.8,1,18,17,10,,0,15.4,0.1,275
2018-09-03,02:00,,1019,91.8,1,17,11,8,,0,15.1,0.0,345
2018-09-03,03:00,,1019,93.1,1,19,9,6,,0,14.5,0.0,296
2018-09-03,04:00,,1018,94.2,2,20,7,8,,0,14.5,0.0,43
2018-09-03,05:00,,1018,94.3,3,19,8,13,,0,14.6,0.0,356
2018-09-03,06:00,,1018,94.6,4,23,3,15,,4,14.4,0.1,13
2018-09-03,07:00,,1017,94.7,7,27,6,17,,27,14.8,0.1,27
2018-09-03,08:00,,1018,93.5,6,31,11,27,,45,15.5,0.3,70
2018-09-03,09:00,,1018,91.7,4,24,18,29,,52,15.9,0.4,97
2018-09-03,10:00,,1018,89.5,4,19,28,28,,117,16.8,0.4,132
2018-09-03,11:00,,1018,81.7,4,18,38,29,,189,18.6,0.5,127
2018-09-03,12:00,,1017,75.5,2,16,48,29,,224,20.0,0.4,94
2018-09-03,13:00,,1017,70.5,3,17,57,31,,235,21.3,0.4,322
2018-09-03,14:00,,1016,66.6,1,13,67,30,,190,22.0,0.5,74
2018-09-03,15:00,,1016,66.9,1,16,74,24,,126,21.7,0.6,138
2018-09-03,16:00,,1016,64.3,1,11,83,21,,97,22.0,0.3,122
2018-09-03,17:00,,1016,66.4,1,14,80,20,,76,21.5,0.2,188
2018-09-03,18:00,,1016,64.6,1,15,81,20,,73,21.9,0.2,160
2018-09-03,19:00,,1016,68.1,1,14,77,19,,14,20.9,0.0,79
2018-09-03,20:00,,1016,75.5,1,24,54,18,,0,19.0,0.0,102
2018-09-03,21:00,,1016,81.9,3,46,22,21,,0,17.9,0.0,16
2018-09-03,22:00,,1016,85.0,1,29,30,20,,0,17.5,0.0,69
2018-09-03,23:00,,1016,84.6,1,29,29,21,,0,17.8,0.0,12
2018-09-04,00:00,,1015,85.0,1,26,32,26,,0,17.7,0.1,307
2018-09-04,01:00,,1015,83.9,1,18,44,23,,0,17.6,0.0,313
2018-09-04,02:00,,1015,87.3,1,16,44,26,,0,16.7,0.0,300
2018-09-04,03:00,,1015,90.4,1,15,39,27,,0,15.8,0.0,305
2018-09-04,04:00,,1015,91.1,1,14,42,24,,0,15.4,0.1,312
2018-09-04,05:00,,1015,89.9,1,15,44,23,,0,15.1,0.0,349
2018-09-04,06:00,,1015,88.9,1,20,38,24,,4,15.1,0.0,298
2018-09-04,07:00,,1016,89.6,2,32,26,23,,31,15.0,0.0,315
2018-09-04,08:00,,1016,86.0,6,38,21,24,,75,16.2,0.1,323
2018-09-04,09:00,,1016,74.9,5,29,41,27,,151,18.8,0.4,324
2018-09-04,10:00,,1016,67.6,4,24,51,27,,161,21.0,0.4,292
2018-09-04,11:00,,1016,64.4,3,21,67,26,,197,22.0,0.6,309
2018-09-04,12:00,,1015,57.4,1,12,96,27,,384,23.8,0.8,32
2018-09-04,13:00,,1015,49.4,1,6,119,23,,382,25.3,0.7,338
2018-09-04,14:00,,1015,46.6,1,6,119,20,,203,25.6,0.6,352
2018-09-04,15:00,,1015,42.9,1,9,123,22,,213,26.2,0.7,274
2018-09-04,16:00,,1015,38.0,1,6,126,23,,136,26.4,0.7,336
2018-09-04,17:00,,1015,37.0,1,5,120,17,,83,26.3,0.6,336
2018-09-04,18:00,,1015,39.5,1,6,118,12,,31,24.4,0.2,339
2018-09-04,19:00,,1015,45.2,1,12,105,14,,5,21.7,0.1,317
2018-09-04,20:00,,1016,53.2,1,16,91,16,,0,19.9,0.1,305
2018-09-04,21:00,,1016,58.0,1,15,87,15,,0,18.9,0.1,285
2018-09-04,22:00,,1017,63.6,1,12,78,14,,0,17.9,0.1,302
2018-09-04,23:00,,1017,65.3,1,14,77,13,,0,17.2,0.1,305
2018-09-05,00:00,,1017,67.3,1,15,74,14,,0,16.8,0.1,312
2018-09-05,01:00,,1017,71.3,1,14,70,14,,0,16.0,0.1,320
2018-09-05,02:00,,1017,73.9,1,13,66,15,,0,15.4,0.0,324
2018-09-05,03:00,,1017,79.3,1,13,57,13,,0,14.5,0.0,328
2018-09-05,04:00,,1017,83.4,1,12,53,14,,0,13.9,0.0,329
2018-09-05,05:00,,1017,86.5,1,19,37,15,,0,13.2,0.0,325
2018-09-05,06:00,,1018,89.0,1,27,27,17,,3,12.7,0.0,292
2018-09-05,07:00,,1018,89.3,3,36,17,21,,30,13.0,0.0,336
2018-09-05,08:00,,1018,84.8,6,36,23,23,,61,14.8,0.2,322
2018-09-05,09:00,,1019,74.8,7,34,39,19,,99,17.8,0.3,20
2018-09-05,10:00,,1019,67.1,4,28,53,21,,120,20.0,0.4,324
2018-09-05,11:00,,1019,59.7,2,17,74,17,,214,21.4,0.6,65
2018-09-05,12:00,,1018,51.9,1,9,95,16,,362,23.1,0.7,45
2018-09-05,13:00,,1018,46.7,1,6,110,14,,376,24.0,0.6,62
2018-09-05,14:00,,1017,47.2,1,6,112,15,,156,23.9,0.6,333
2018-09-05,15:00,,1017,45.5,1,7,115,16,,220,24.3,0.6,5
2018-09-05,16:00,,1017,42.0,1,7,117,12,,151,25.0,0.7,351
2018-09-05,17:00,,1016,42.0,1,8,113,13,,89,24.8,0.7,310
2018-09-05,18:00,,1016,44.2,1,7,113,13,,44,23.5,0.4,323
2018-09-05,19:00,,1016,50.5,1,8,106,13,,7,21.2,0.2,350
2018-09-05,20:00,,1016,57.4,1,13,92,12,,0,19.0,0.0,304
2018-09-05,21:00,,1016,62.2,1,21,74,14,,0,17.6,0.0,342
2018-09-05,22:00,,1016,67.9,1,31,53,15,,0,16.4,0.0,342
2018-09-05,23:00,,1016,73.0,1,37,40,19,,0,15.3,0.0,1
2018-09-06,00:00,,1016,75.9,1,40,30,23,,0,14.9,0.1,349
2018-09-06,01:00,,1016,77.5,1,36,32,31,,0,14.2,0.0,35
2018-09-06,02:00,,1015,81.3,1,36,20,21,,0,13.5,0.0,60
2018-09-06,03:00,,1015,84.5,1,33,24,20,,0,12.8,0.0,49
2018-09-06,04:00,,1015,86.1,1,32,22,17,,0,12.6,0.0,12
2018-09-06,05:00,,1014,86.0,1,39,12,20,,0,12.7,0.0,50
2018-09-06,06:00,,1014,84.9,1,26,29,18,,4,12.9,0.1,77
2018-09-06,07:00,,1014,83.4,5,37,21,18,,32,13.4,0.1,105
2018-09-06,08:00,,1014,76.9,6,39,26,22,,59,15.1,0.3,138
2018-09-06,09:00,,1014,67.6,5,28,43,23,,101,18.0,0.5,153
2018-09-06,10:00,,1013,58.4,4,20,63,18,,155,20.7,0.6,170
2018-09-06,11:00,,1013,51.5,3,19,78,18,,242,23.1,0.8,163
2018-09-06,12:00,,1012,45.5,1,12,110,19,,301,24.4,0.9,154
2018-09-06,13:00,,1012,41.8,1,9,127,18,,347,25.9,0.9,131
2018-09-06,14:00,,1011,40.1,1,11,135,17,,241,26.5,0.8,156
2018-09-06,15:00,,1010,39.3,1,13,138,20,,173,26.7,0.7,164
2018-09-06,16:00,,1010,39.1,1,11,144,20,,151,26.5,0.5,224
2018-09-06,17:00,,1009,37.7,1,11,141,21,,106,26.6,0.3,151
2018-09-06,18:00,,1009,42.7,1,12,131,21,,39,24.6,0.1,83
2018-09-06,19:00,,1009,47.3,1,13,123,22,,5,22.8,0.1,94
2018-09-06,20:00,,1009,50.4,1,16,108,20,,0,21.8,0.2,88
2018-09-06,21:00,,1009,47.6,1,12,112,26,,0,21.9,0.5,88
2018-09-06,22:00,,1009,49.3,1,14,101,32,,0,21.3,0.5,278
2018-09-06,23:00,,1009,55.5,1,14,92,28,,0,20.4,0.1,335
2018-09-07,00:00,,1009,57.9,1,14,83,24,,0,19.7,0.3,316
2018-09-07,01:00,,1009,71.9,1,12,79,25,,0,18.2,0.9,274
2018-09-07,02:00,,1009,75.4,1,8,88,16,,0,17.3,0.5,281
2018-09-07,03:00,,1010,82.4,1,8,80,11,,0,16.6,0.2,215
2018-09-07,04:00,,1010,87.5,1,11,69,12,,0,16.3,0.4,272
2018-09-07,05:00,,1010,91.3,1,12,56,17,,0,16.0,0.1,269
2018-09-07,06:00,,1010,93.2,1,14,56,18,,1,15.7,0.1,275
2018-09-07,07:00,,1011,94.1,3,23,35,21,,10,15.9,0.2,179
2018-09-07,08:00,,1011,93.9,2,19,38,21,,24,16.0,0.3,218
2018-09-07,09:00,,1012,92.0,2,17,43,18,,96,16.5,0.4,258
2018-09-07,10:00,,1012,84.7,1,12,58,20,,142,17.8,0.6,276
2018-09-07,11:00,,1012,83.4,1,15,53,23,,90,17.4,0.5,270
2018-09-07,12:00,,1013,71.2,1,12,79,24,,281,18.9,0.8,239
2018-09-07,13:00,,1013,58.6,2,9,97,15,,358,21.0,1.0,254
2018-09-07,14:00,,1013,55.0,1,8,101,12,,207,21.6,1.0,269
2018-09-07,15:00,,1012,50.4,1,8,105,7,,192,22.3,1.1,255
2018-09-07,16:00,,1012,47.9,2,10,105,9,,139,22.7,0.9,252
2018-09-07,17:00,,1012,48.5,2,12,101,10,,48,22.0,0.9,263
2018-09-07,18:00,,1013,49.8,1,11,84,7,,15,20.3,1.1,282
2018-09-07,19:00,,1014,56.6,1,12,77,5,,6,18.9,1.1,274
2018-09-07,20:00,,1015,63.4,1,12,68,4,,0,18.0,0.5,272
2018-09-07,21:00,,1015,67.0,1,13,58,6,,0,17.5,0.1,272
2018-09-07,22:00,,1016,67.6,1,15,51,4,,0,17.0,0.2,225
2018-09-07,23:00,,1017,69.2,1,16,47,6,,0,16.5,0.6,261
2018-09-08,00:00,,1017,79.3,1,13,46,6,,0,14.7,0.3,269
2018-09-08,01:00,,1017,81.2,1,12,41,6,,0,14.5,0.3,211
2018-09-08,02:00,,1018,77.5,1,15,39,7,,0,14.2,0.5,264
2018-09-08,03:00,,1018,77.2,1,13,39,11,,0,13.4,0.5,273
2018-09-08,04:00,,1019,79.6,1,14,35,9,,0,12.7,0.4,245
2018-09-08,05:00,,1019,84.9,1,15,27,10,,0,11.8,0.4,222
2018-09-08,06:00,,1020,85.1,1,13,29,9,,1,11.3,0.5,229
2018-09-08,07:00,,1020,83.8,2,13,29,13,,22,11.3,0.5,222
2018-09-08,08:00,,1021,78.3,4,15,31,15,,47,12.3,0.6,225
2018-09-08,09:00,,1021,71.5,5,14,35,17,,81,14.0,0.6,205
2018-09-08,10:00,,1021,56.2,3,10,57,18,,116,15.8,0.9,231
2018-09-08,11:00,,1021,46.9,1,7,69,12,,199,17.0,1.0,235
2018-09-08,12:00,,1021,43.2,1,6,77,10,,281,18.0,1.1,226
2018-09-08,13:00,,1021,38.0,1,5,86,5,,361,19.1,1.0,244
2018-09-08,14:00,,1021,35.9,1,6,90,6,,267,19.9,1.0,226
2018-09-08,15:00,,1020,34.3,2,6,92,10,,210,20.2,0.8,237
2018-09-08,16:00,,1020,32.2,1,5,96,6,,137,20.8,0.9,236
2018-09-08,17:00,,1020,32.4,1,7,95,7,,73,21.1,0.6,195
2018-09-08,18:00,,1019,36.1,1,7,92,8,,42,20.0,0.2,264
2018-09-08,19:00,,1020,43.3,1,8,86,7,,5,17.3,0.0,36
2018-09-08,20:00,,1020,47.5,1,15,74,8,,0,15.7,0.0,323
2018-09-08,21:00,,1020,53.3,1,24,55,15,,0,14.6,0.0,338
2018-09-08,22:00,,1021,55.4,1,32,44,20,,0,13.8,0.0,34
2018-09-08,23:00,,1021,57.9,1,36,41,26,,0,13.3,0.0,34
2018-09-09,00:00,,1021,63.7,1,34,32,29,,0,12.5,0.0,1
2018-09-09,01:00,,1021,65.7,1,44,19,23,,0,12.5,0.0,30
2018-09-09,02:00,,1021,67.7,1,50,15,30,,0,11.9,0.0,64
2018-09-09,03:00,,1021,71.8,1,42,16,24,,0,11.7,0.0,128
2018-09-09,04:00,,1021,77.2,1,25,25,20,,0,12.0,0.6,189
2018-09-09,05:00,,1020,81.1,1,21,17,30,,0,11.6,0.2,178
2018-09-09,06:00,,1021,82.4,2,22,14,31,,1,11.5,0.0,130
2018-09-09,07:00,,1021,78.6,2,21,18,23,,22,12.2,0.3,176
2018-09-09,08:00,,1021,72.7,2,19,28,21,,73,13.4,0.1,169
2018-09-09,09:00,,1022,66.8,2,16,35,19,,117,14.7,0.4,184
2018-09-09,10:00,,1022,57.7,3,14,45,19,,194,16.8,0.4,190
