Datum,Zeit,BEN,NO,NO2,O3,PM10_HVS,PM10_TEOM,PM2.5,SO2
2018-01-03,15:00,,1,7,59,,1,,
2018-01-03,16:00,,1,5,76,,2,,
2018-01-03,17:00,,1,7,72,,3,,
2018-01-03,18:00,,1,5,74,,3,,
2018-01-03,19:00,,1,5,73,,3,,
2018-01-03,20:00,,1,5,71,,3,,
2018-01-03,21:00,,1,5,71,,3,,
2018-01-03,22:00,,1,4,71,,3,,
2018-01-03,23:00,,1,4,70,,4,,
2018-01-04,00:00,,1,4,69,,5,,
2018-01-04,01:00,,1,4,70,,4,,
2018-01-04,02:00,,1,4,68,,4,,
2018-01-04,03:00,,1,3,70,,3,,
2018-01-04,04:00,,1,3,70,,3,,
2018-01-04,05:00,,1,3,69,,4,,
2018-01-04,06:00,,1,4,68,,4,,
2018-01-04,07:00,,1,4,68,,4,,
2018-01-04,08:00,,1,4,68,,6,,
2018-01-04,09:00,,1,6,66,,6,,
2018-01-04,10:00,,1,6,66,,7,,
2018-01-04,11:00,,1,6,68,,6,,
2018-01-04,12:00,,1,4,69,,6,,
2018-01-04,13:00,,1,6,70,,6,,
2018-01-04,14:00,,1,6,69,,5,,
2018-01-04,15:00,,1,6,67,,11,,
2018-01-04,16:00,,1,6,66,,11,,
2018-01-04,17:00,,1,10,57,,11,,
2018-01-04,18:00,,1,12,53,,12,,
2018-01-04,19:00,,1,10,53,,11,,
2018-01-04,20:00,,1,7,57,,11,,
2018-01-04,21:00,,1,7,58,,9,,
2018-01-04,22:00,,1,9,54,,9,,
2018-01-04,23:00,,1,8,55,,8,,
2018-01-05,00:00,,1,9,51,,4,,
2018-01-05,01:00,,1,8,49,,4,,
2018-01-05,02:00,,1,8,48,,4,,
2018-01-05,03:00,,1,7,50,,6,,
2018-01-05,04:00,,1,5,61,,6,,
2018-01-05,05:00,,1,4,68,,9,,
2018-01-05,06:00,,1,3,74,,10,,
2018-01-05,07:00,,1,4,73,,11,,
2018-01-05,08:00,,1,5,70,,9,,
2018-01-05,09:00,,1,6,63,,8,,
2018-01-05,10:00,,1,8,58,,9,,
2018-01-05,11:00,,1,7,61,,10,,
2018-01-05,12:00,,1,6,68,,8,,
2018-01-05,13:00,,1,5,70,,7,,
2018-01-05,14:00,,1,9,61,,5,,
2018-01-05,15:00,,1,10,59,,9,,
2018-01-05,16:00,,1,11,58,,9,,
2018-01-05,17:00,,1,9,65,,8,,
2018-01-05,18:00,,1,7,72,,4,,
2018-01-05,19:00,,1,6,72,,4,,
2018-01-05,20:00,,1,7,65,,5,,
2018-01-05,21:00,,1,7,64,,6,,
2018-01-05,22:00,,1,6,68,,3,,
2018-01-05,23:00,,1,6,67,,4,,
2018-01-06,00:00,,1,6,64,,6,,
2018-01-06,01:00,,1,5,66,,5,,
2018-01-06,02:00,,1,5,69,,6,,
2018-01-06,03:00,,1,5,63,,5,,
2018-01-06,04:00,,1,6,55,,4,,
2018-01-06,05:00,,1,7,49,,7,,
2018-01-06,06:00,,1,8,44,,9,,
2018-01-06,07:00,,1,8,39,,6,,
2018-01-06,08:00,,1,7,40,,7,,
2018-01-06,09:00,,1,9,40,,8,,
2018-01-06,10:00,,1,9,45,,8,,
2018-01-06,11:00,,1,10,45,,8,,
2018-01-06,12:00,,1,7,57,,7,,
2018-01-06,13:00,,1,7,60,,8,,
2018-01-06,14:00,,1,7,61,,7,,
2018-01-06,15:00,,1,8,56,,8,,
2018-01-06,16:00,,1,13,40,,9,,
2018-01-06,17:00,,1,7,38,,11,,
2018-01-06,18:00,,1,8,26,,9,,
2018-01-06,19:00,,1,8,23,,9,,
2018-01-06,20:00,,1,6,21,,8,,
2018-01-06,21:00,,1,7,15,,8,,
2018-01-06,22:00,,1,10,12,,12,,
2018-01-06,23:00,,1,10,13,,9,,
2018-01-07,00:00,,1,11,11,,10,,
2018-01-07,01:00,,1,6,35,,12,,
2018-01-07,02:00,,1,7,47,,13,,
2018-01-07,03:00,,1,6,46,,16,,
2018-01-07,04:00,,1,6,44,,16,,
2018-01-07,05:00,,1,7,40,,15,,
2018-01-07,06:00,,1,7,37,,14,,
2018-01-07,07:00,,1,7,34,,11,,
2018-01-07,08:00,,1,6,32,,9,,
2018-01-07,09:00,,1,8,28,,5,,
2018-01-07,10:00,,1,8,26,,4,,
2018-01-07,11:00,,2,7,24,,2,,
2018-01-07,12:00,,1,4,26,,3,,
2018-01-07,13:00,,1,5,26,,2,,
2018-01-07,14:00,,1,5,25,,3,,
2018-01-07,15:00,,1,5,25,,6,,
2018-01-07,16:00,,1,5,27,,9,,
2018-01-07,17:00,,1,5,27,,11,,
2018-01-07,18:00,,1,5,32,,12,,
2018-01-07,19:00,,1,6,35,,11,,
2018-01-07,20:00,,1,6,40,,11,,
2018-01-07,21:00,,1,6,43,,10,,
2018-01-07,22:00,,1,7,41,,11,,
2018-01-07,23:00,,1,6,40,,12,,
2018-01-08,00:00,,1,6,37,,12,,
2018-01-08,01:00,,1,7,34,,12,,
2018-01-08,02:00,,1,8,33,,14,,
2018-01-08,03:00,,1,7,36,,13,,
2018-01-08,04:00,,1,8,35,,14,,
2018-01-08,05:00,,1,7,38,,14,,
2018-01-08,06:00,,1,8,39,,15,,
2018-01-08,07:00,,1,10,35,,17,,
2018-01-08,08:00,,1,10,33,,16,,
2018-01-08,09:00,,1,9,34,,17,,
2018-01-08,10:00,,1,10,32,,18,,
2018-01-08,11:00,,2,10,32,,19,,
2018-01-08,12:00,,3,11,34,,19,,
2018-01-08,13:00,,3,9,39,,16,,
2018-01-08,14:00,,3,11,39,,16,,
2018-01-08,15:00,,2,11,36,,16,,
2018-01-08,16:00,,1,12,36,,14,,
2018-01-08,17:00,,1,22,27,,15,,
2018-01-08,18:00,,1,21,28,,18,,
2018-01-08,19:00,,1,20,28,,19,,
2018-01-08,20:00,,1,19,31,,19,,
2018-01-08,21:00,,1,20,31,,22,,
2018-01-08,22:00,,1,21,30,,22,,
2018-01-08,23:00,,1,24,25,,25,,
2018-01-09,00:00,,1,21,26,,26,,
2018-01-09,01:00,,1,18,28,,25,,
2018-01-09,02:00,,1,16,28,,24,,
2018-01-09,03:00,,1,15,29,,26,,
2018-01-09,04:00,,1,14,27,,26,,
2018-01-09,05:00,,1,14,25,,28,,
2018-01-09,06:00,,1,13,24,,29,,
2018-01-09,07:00,,1,13,22,,28,,
2018-01-09,08:00,,1,14,20,,30,,
2018-01-09,09:00,,1,13,21,,29,,
2018-01-09,10:00,,2,13,24,,29,,
2018-01-09,11:00,,4,13,25,,30,,
2018-01-09,12:00,,3,13,29,,30,,
2018-01-09,13:00,,3,14,36,,26,,
2018-01-09,14:00,,2,12,37,,18,,
2018-01-09,15:00,,2,18,32,,24,,
2018-01-09,16:00,,2,24,23,,28,,
2018-01-09,17:00,,1,28,19,,28,,
2018-01-09,18:00,,1,24,20,,28,,
2018-01-09,19:00,,1,22,21,,31,,
2018-01-09,20:00,,1,24,19,,32,,
2018-01-09,21:00,,2,33,8,,32,,
2018-01-09,22:00,,1,22,22,,33,,
2018-01-09,23:00,,1,7,43,,21,,
2018-01-10,00:00,,1,7,46,,16,,
2018-01-10,01:00,,1,6,45,,18,,
2018-01-10,02:00,,1,7,42,,20,,
2018-01-10,03:00,,1,7,39,,22,,
2018-01-10,04:00,,1,7,34,,25,,
2018-01-10,05:00,,1,7,32,,27,,
2018-01-10,06:00,,1,8,30,,27,,
2018-01-10,07:00,,1,7,29,,25,,
2018-01-10,08:00,,1,9,27,,25,,
2018-01-10,09:00,,1,9,26,,25,,
2018-01-10,10:00,,1,8,27,,27,,
2018-01-10,11:00,,2,11,25,,26,,
2018-01-10,12:00,,2,10,25,,26,,
2018-01-10,13:00,,1,9,26,,27,,
2018-01-10,14:00,,1,8,28,,27,,
2018-01-10,15:00,,1,9,26,,26,,
2018-01-10,16:00,,1,10,21,,27,,
2018-01-10,17:00,,1,13,18,,22,,
2018-01-10,18:00,,1,14,18,,21,,
2018-01-10,19:00,,1,16,16,,22,,
2018-01-10,20:00,,1,16,12,,21,,
2018-01-10,21:00,,1,15,10,,22,,
2018-01-10,22:00,,1,17,8,,20,,
2018-01-10,23:00,,1,18,5,,22,,
2018-01-11,00:00,,1,15,6,,23,,
2018-01-11,01:00,,1,13,16,,21,,
2018-01-11,02:00,,1,12,9,,22,,
2018-01-11,03:00,,1,13,15,,20,,
2018-01-11,04:00,,1,10,23,,21,,
2018-01-11,05:00,,1,8,29,,11,,
2018-01-11,06:00,,1,9,25,,7,,
2018-01-11,07:00,,1,9,19,,7,,
2018-01-11,08:00,,1,11,19,,9,,
2018-01-11,09:00,,1,7,24,,7,,
2018-01-11,10:00,,1,9,21,,8,,
2018-01-11,11:00,,4,14,15,,9,,
2018-01-11,12:00,,8,18,11,,20,,
2018-01-11,13:00,,5,17,12,,27,,
2018-01-11,14:00,,4,19,11,,28,,
2018-01-11,15:00,,5,24,5,,28,,
2018-01-11,16:00,,4,21,4,,27,,
2018-01-11,17:00,,3,21,3,,25,,
2018-01-11,18:00,,3,22,2,,27,,
2018-01-11,19:00,,1,22,3,,28,,
2018-01-11,20:00,,2,21,1,,27,,
2018-01-11,21:00,,2,21,1,,29,,
2018-01-11,22:00,,2,21,1,,28,,
2018-01-11,23:00,,4,20,1,,25,,
2018-01-12,00:00,,3,18,1,,24,,
2018-01-12,01:00,,1,16,5,,22,,
2018-01-12,02:00,,1,17,4,,22,,
2018-01-12,03:00,,6,23,2,,24,,
2018-01-12,04:00,,17,21,1,,38,,
2018-01-12,05:00,,14,18,1,,52,,
2018-01-12,06:00,,8,19,1,,59,,
2018-01-12,07:00,,5,20,1,,54,,
2018-01-12,08:00,,5,20,1,,52,,
2018-01-12,09:00,,5,19,2,,51,,
2018-01-12,10:00,,7,18,3,,50,,
2018-01-12,11:00,,7,16,5,,50,,
2018-01-12,12:00,,5,14,6,,48,,
2018-01-12,13:00,,5,13,7,,38,,
2018-01-12,14:00,,4,13,8,,33,,
2018-01-12,15:00,,3,15,7,,27,,
2018-01-12,16:00,,3,16,6,,23,,
2018-01-12,17:00,,3,19,3,,21,,
2018-01-12,18:00,,3,20,2,,21,,
2018-01-12,19:00,,3,20,1,,24,,
2018-01-12,20:00,,3,19,2,,27,,
2018-01-12,21:00,,1,18,4,,32,,
2018-01-12,22:00,,1,18,5,,29,,
2018-01-12,23:00,,1,16,7,,26,,
