Datum,Zeit,BEN,NO,NO2,O3,PM10_TEOM,SO2
2018-03-05,02:00,,,,42,,
2018-03-05,03:00,,,,46,,
2018-03-05,04:00,,,,50,,
2018-03-05,05:00,,,,46,,
2018-03-05,06:00,,,,45,,
2018-03-05,07:00,,,,44,,
2018-03-05,08:00,,,,43,,
2018-03-05,09:00,,,,42,,
2018-03-05,10:00,,,,48,,
2018-03-05,11:00,,,,53,,
2018-03-05,12:00,,,,58,,
2018-03-05,13:00,,,,60,,
2018-03-05,14:00,,,,62,,
2018-03-05,15:00,,,,72,,
2018-03-05,16:00,,,,78,,
2018-03-05,17:00,,,,74,,
2018-03-05,18:00,,,,74,,
2018-03-05,19:00,,,,62,,
2018-03-05,20:00,,,,68,,
2018-03-05,21:00,,,,51,,
2018-03-05,22:00,,,,38,,
2018-03-05,23:00,,,,23,,
2018-03-06,00:00,,,,19,,
2018-03-06,01:00,,,,20,,
2018-03-06,02:00,,,,21,,
2018-03-06,03:00,,,,25,,
2018-03-06,04:00,,,,19,,
2018-03-06,05:00,,,,19,,
2018-03-06,06:00,,,,9,,
2018-03-06,07:00,,,,4,,
2018-03-06,08:00,,,,6,,
2018-03-06,09:00,,,,10,,
2018-03-06,10:00,,,,19,,
2018-03-06,11:00,,,,33,,
2018-03-06,12:00,,,,40,,
2018-03-06,13:00,,,,53,,
2018-03-06,14:00,,,,62,,
2018-03-06,15:00,,,,59,,
2018-03-06,16:00,,,,40,,
2018-03-06,17:00,,,,31,,
2018-03-06,18:00,,,,37,,
2018-03-06,19:00,,,,39,,
2018-03-06,20:00,,,,37,,
2018-03-06,21:00,,,,37,,
2018-03-06,22:00,,,,35,,
2018-03-06,23:00,,,,29,,
2018-03-07,00:00,,,,14,,
2018-03-07,01:00,,,,9,,
2018-03-07,02:00,,,,12,,
2018-03-07,03:00,,,,16,,
2018-03-07,04:00,,,,21,,
2018-03-07,05:00,,,,16,,
2018-03-07,06:00,,,,24,,
2018-03-07,07:00,,,,21,,
2018-03-07,08:00,,,,19,,
2018-03-07,09:00,,,,23,,
2018-03-07,10:00,,,,24,,
2018-03-07,11:00,,,,36,,
2018-03-07,12:00,,,,47,,
2018-03-07,13:00,,,,48,,
2018-03-07,14:00,,,,42,,
2018-03-07,15:00,,,,38,,
2018-03-07,16:00,,,,36,,
2018-03-07,17:00,,,,31,,
2018-03-07,18:00,,,,16,,
2018-03-07,19:00,,,,3,,
2018-03-07,20:00,,,,6,,
2018-03-07,21:00,,,,7,,
2018-03-07,22:00,,,,17,,
2018-03-07,23:00,,,,43,,
2018-03-08,00:00,,,,49,,
2018-03-08,01:00,,,,51,,
2018-03-08,02:00,,,,53,,
2018-03-08,03:00,,,,62,,
2018-03-08,04:00,,,,63,,
2018-03-08,05:00,,,,58,,
2018-03-08,06:00,,,,54,,
2018-03-08,07:00,,,,55,,
2018-03-08,08:00,,,,56,,
2018-03-08,09:00,,,,59,,
2018-03-08,10:00,,,,68,,
2018-03-08,11:00,,,,75,,
2018-03-08,12:00,,,,82,,
2018-03-08,13:00,,,,82,,
2018-03-08,14:00,,,,83,,
2018-03-08,15:00,,,,80,,
2018-03-08,16:00,,,,82,,
2018-03-08,17:00,,,,80,,
2018-03-08,18:00,,,,75,,
2018-03-08,19:00,,,,70,,
2018-03-08,20:00,,,,70,,
2018-03-08,21:00,,,,67,,
2018-03-08,22:00,,,,69,,
